ts,s_mem_available,s_mem_used,s_mem_free,s_swap_used,s_swap_free,s_swap_percent,s_disk_usage_used,s_disk_usage_free,s_disk_usage_percent,s_io_counters_read,s_io_counters_write,s_io_counters_read_bytes,s_io_counters_write_bytes,s_io_counters_read_time,s_io_counters_write_time,s_syscalls_ctx_switches,s_syscalls_interrupts,s_syscalls_soft_interrupts,s_syscalls_syscalls,s_cpu_percent
2024-11-20 18:22:57.996439,8431063040,8698572800,8431063040,67903488,7448289280,0.9,414833000448,63877591040,86.7,2159454,1870737,105172783616,52535372800,18906,7805,3848382052,2193308226,0,1803170052,2.2
2024-11-20 18:22:59.004128,8411095040,8718540800,8411095040,67903488,7448289280,0.9,414833000448,63877591040,86.7,2159454,1870742,105172783616,52535698432,18906,7805,3848414395,2193327951,0,1803256112,2.9
2024-11-20 18:23:00.011621,8413442048,8716193792,8413442048,67903488,7448289280,0.9,414833000448,63877591040,86.7,2159454,1870756,105172783616,52535794176,18906,7805,3848453377,2193351160,0,1803379593,2.2
2024-11-20 18:23:01.017490,8453607424,8676028416,8453607424,67903488,7448289280,0.9,414833065984,63877525504,86.7,2159454,1870756,105172783616,52535794176,18906,7805,3848510707,2193384490,0,1803513407,3.1
2024-11-20 18:23:02.024060,8467128320,8662507520,8467128320,67903488,7448289280,0.9,414833065984,63877525504,86.7,2159454,1870761,105172783616,52535916032,18906,7805,3848545546,2193405715,0,1803599653,3.1
2024-11-20 18:23:03.030145,8461021184,8668614656,8461021184,67903488,7448289280,0.9,414833065984,63877525504,86.7,2159454,1870762,105172783616,52535918080,18906,7805,3848593935,2193434202,0,1803712769,2.8
2024-11-20 18:23:04.036373,8479375360,8650260480,8479375360,67903488,7448289280,0.9,414833065984,63877525504,86.7,2159454,1870802,105172783616,52536085504,18906,7805,3848642861,2193463107,0,1803818290,2.6
2024-11-20 18:23:05.044475,8469749760,8659886080,8469749760,67903488,7448289280,0.9,414833065984,63877525504,86.7,2159454,1870835,105172783616,52536278016,18906,7805,3848696982,2193494259,0,1803934079,2.7
2024-11-20 18:23:06.050871,8465735680,8663900160,8465735680,67903488,7448289280,0.9,414833065984,63877525504,86.7,2159454,1870838,105172783616,52536291840,18906,7805,3848771691,2193536169,0,1804092735,4.3
2024-11-20 18:23:07.056302,8465846272,8663789568,8465846272,67903488,7448289280,0.9,414833065984,63877525504,86.7,2159454,1870843,105172783616,52536419328,18906,7805,3848793624,2193550339,0,1804151665,1.2
2024-11-20 18:23:08.062354,8466239488,8663396352,8466239488,67903488,7448289280,0.9,414833065984,63877525504,86.7,2159454,1870846,105172783616,52536429568,18906,7805,3848817232,2193565536,0,1804220373,2.3
2024-11-20 18:23:09.069065,8476819456,8652816384,8476819456,67903488,7448289280,0.9,414833065984,63877525504,86.7,2159454,1870846,105172783616,52536429568,18906,7805,3848839449,2193579893,0,1804296027,2.4
2024-11-20 18:23:10.074513,8478101504,8651534336,8478101504,67903488,7448289280,0.9,414833065984,63877525504,86.7,2159455,1870850,105172800000,52536468480,18906,7805,3848899445,2193615156,0,1804427824,4.5
2024-11-20 18:23:11.080242,8477900800,8651735040,8477900800,67903488,7448289280,0.9,414833070080,63877521408,86.7,2159455,1870870,105172800000,52536552960,18906,7805,3848962411,2193651447,0,1804578903,4.2
2024-11-20 18:23:12.086410,8451534848,8678100992,8451534848,67903488,7448289280,0.9,414833070080,63877521408,86.7,2159455,1870882,105172800000,52536602112,18906,7805,3848989247,2193669010,0,1804662229,2.4
2024-11-20 18:23:13.093084,8453746688,8675889152,8453746688,67903488,7448289280,0.9,414833070080,63877521408,86.7,2159455,1870889,105172800000,52536640512,18906,7805,3849010312,2193683095,0,1804720760,2.9
2024-11-20 18:23:14.098954,8451268608,8678367232,8451268608,67903488,7448289280,0.9,414833070080,63877521408,86.7,2159455,1870891,105172800000,52536645120,18906,7805,3849033439,2193698163,0,1804789976,3.0
2024-11-20 18:23:15.106397,8449921024,8679714816,8449921024,67903488,7448289280,0.9,414833070080,63877521408,86.7,2159455,1870892,105172800000,52536647680,18906,7806,3849054743,2193712149,0,1804846225,2.5
2024-11-20 18:23:16.112493,8475996160,8653639680,8475996160,67903488,7448289280,0.9,414833070080,63877521408,86.7,2159455,1870906,105172800000,52536737792,18906,7806,3849082209,2193729460,0,1804927193,2.4
2024-11-20 18:23:17.119268,8481820672,8647815168,8481820672,67903488,7448289280,0.9,414833070080,63877521408,86.7,2159455,1870907,105172800000,52536740352,18906,7806,3849150267,2193768340,0,1805070268,4.5
2024-11-20 18:23:18.126335,8477601792,8652034048,8477601792,67903488,7448289280,0.9,414833070080,63877521408,86.7,2159455,1870911,105172800000,52536833024,18906,7806,3849199752,2193797352,0,1805186092,3.5
2024-11-20 18:23:19.132754,8475086848,8654548992,8475086848,67903488,7448289280,0.9,414833070080,63877521408,86.7,2159455,1870913,105172800000,52536839680,18906,7806,3849241005,2193822077,0,1805277479,1.4
2024-11-20 18:23:20.138671,8466276352,8663359488,8466276352,67903488,7448289280,0.9,414833070080,63877521408,86.7,2159455,1870915,105172800000,52536847872,18906,7806,3849264498,2193837023,0,1805370368,1.2
