ts,s_mem_available,s_mem_used,s_mem_free,s_swap_used,s_swap_free,s_swap_percent,s_disk_usage_used,s_disk_usage_free,s_disk_usage_percent,s_io_counters_read,s_io_counters_write,s_io_counters_read_bytes,s_io_counters_write_bytes,s_io_counters_read_time,s_io_counters_write_time,s_syscalls_ctx_switches,s_syscalls_interrupts,s_syscalls_soft_interrupts,s_syscalls_syscalls,s_cpu_percent
2024-11-20 18:04:51.229085,7397388288,9732247552,7397388288,51888128,7464304640,0.7,414828703744,63881887744,86.7,2154487,1856794,105053624832,52392950272,18903,7782,3805950520,2169581849,0,1342938316,5.1
2024-11-20 18:04:52.543016,7412834304,9716801536,7412834304,51888128,7464304640,0.7,414828703744,63881887744,86.7,2154488,1856810,105053641216,52393148928,18903,7782,3806069498,2169637149,0,1344296855,3.9
2024-11-20 18:04:53.550318,7409938432,9719697408,7409938432,51888128,7464304640,0.7,414828703744,63881887744,86.7,2154488,1856811,105053641216,52393149952,18903,7782,3806174201,2169689283,0,1345397245,3.4
2024-11-20 18:04:54.557136,7419559936,9710075904,7419559936,51888128,7464304640,0.7,414828703744,63881887744,86.7,2154488,1856811,105053641216,52393149952,18903,7782,3806206696,2169707736,0,1346194780,2.4
2024-11-20 18:04:55.563807,7422201856,9707433984,7422201856,51888128,7464304640,0.7,414828703744,63881887744,86.7,2154488,1856813,105053641216,52393155072,18903,7782,3806317116,2169748302,0,1347293077,3.1
2024-11-20 18:04:56.570976,7405654016,9723981824,7405654016,51888128,7464304640,0.7,414828703744,63881887744,86.7,2154489,1856852,105053657600,52393394176,18903,7782,3806421426,2169796407,0,1348646779,5.0
2024-11-20 18:04:57.578521,7404605440,9725030400,7404605440,51888128,7464304640,0.7,414828703744,63881887744,86.7,2154489,1856858,105053657600,52393470976,18903,7782,3806517012,2169840292,0,1350038759,4.3
2024-11-20 18:04:58.592692,7410221056,9719414784,7410221056,51888128,7464304640,0.7,414828703744,63881887744,86.7,2154491,1856867,105053968896,52394142720,18903,7782,3806626227,2169888032,0,1351327414,4.6
2024-11-20 18:04:59.601693,7411826688,9717809152,7411826688,51888128,7464304640,0.7,414828703744,63881887744,86.7,2154491,1856870,105053968896,52394148352,18903,7782,3806714557,2169935582,0,1352521622,3.2
2024-11-20 18:05:00.615983,7441104896,9688530944,7441104896,51888128,7464304640,0.7,414828703744,63881887744,86.7,2154491,1856883,105053968896,52394243584,18903,7782,3806823799,2169987709,0,1353705857,3.4
2024-11-20 18:05:01.622755,7445598208,9684037632,7445598208,51888128,7464304640,0.7,414828703744,63881887744,86.7,2154491,1856884,105053968896,52394245120,18903,7782,3806885265,2170020618,0,1354665267,3.0
2024-11-20 18:05:02.630590,7446429696,9683206144,7446429696,51888128,7464304640,0.7,414828703744,63881887744,86.7,2154492,1856887,105053985280,52394281984,18903,7782,3806994213,2170060007,0,1355823213,6.1
2024-11-20 18:05:03.637973,7440691200,9688944640,7440691200,51888128,7464304640,0.7,414828703744,63881887744,86.7,2154493,1856937,105054116352,52394892800,18903,7782,3807039664,2170084144,0,1356879581,2.7
2024-11-20 18:05:04.644340,7438475264,9691160576,7438475264,51888128,7464304640,0.7,414828703744,63881887744,86.7,2154493,1856944,105054116352,52395003392,18903,7782,3807117960,2170125695,0,1357837657,3.0
2024-11-20 18:05:05.653425,7428419584,9701216256,7428419584,51888128,7464304640,0.7,414828703744,63881887744,86.7,2154493,1856946,105054116352,52395011584,18903,7782,3807196594,2170160209,0,1358797670,4.5
2024-11-20 18:05:06.660580,7429533696,9700102144,7429533696,51888128,7464304640,0.7,414828703744,63881887744,86.7,2154493,1856949,105054116352,52395019264,18903,7782,3807275890,2170198547,0,1359986003,3.3
2024-11-20 18:05:07.668391,7432032256,9697603584,7432032256,51888128,7464304640,0.7,414828703744,63881887744,86.7,2154494,1856958,105054132736,52395205632,18903,7782,3807377060,2170246680,0,1361152423,5.5
2024-11-20 18:05:08.677125,7424999424,9704636416,7424999424,51888128,7464304640,0.7,414828703744,63881887744,86.7,2154494,1856961,105054132736,52395213824,18903,7782,3807517505,2170295721,0,1362464410,6.0
2024-11-20 18:05:09.684138,7421960192,9707675648,7421960192,51888128,7464304640,0.7,414828638208,63881953280,86.7,2154494,1856970,105054132736,52395275264,18903,7782,3807600724,2170334766,0,1363564653,5.2
2024-11-20 18:05:10.689849,7430221824,9699414016,7430221824,51888128,7464304640,0.7,414828638208,63881953280,86.7,2154495,1856976,105054149120,52395320832,18903,7782,3807705045,2170357095,0,1364632995,4.2
2024-11-20 18:05:11.698538,7432224768,9697411072,7432224768,51888128,7464304640,0.7,414828638208,63881953280,86.7,2154496,1856982,105054165504,52395372032,18903,7782,3807728144,2170372477,0,1365460759,0.8
2024-11-20 18:05:12.704281,7431880704,9697755136,7431880704,51888128,7464304640,0.7,414828638208,63881953280,86.7,2154496,1857002,105054165504,52395507712,18903,7782,3807756651,2170389261,0,1366330363,1.8
2024-11-20 18:05:13.710321,7433682944,9695952896,7433682944,51888128,7464304640,0.7,414828638208,63881953280,86.7,2154496,1857002,105054165504,52395507712,18903,7782,3807778505,2170403706,0,1366793423,0.4
2024-11-20 18:05:14.717602,7441522688,9688113152,7441522688,51888128,7464304640,0.7,414828638208,63881953280,86.7,2154496,1857004,105054165504,52395514368,18903,7782,3807842302,2170420860,0,1367263603,3.2
2024-11-20 18:05:15.723413,7441899520,9687736320,7441899520,51888128,7464304640,0.7,414828638208,63881953280,86.7,2154497,1857021,105054181888,52395697152,18903,7782,3807868828,2170436602,0,1367667583,1.2
2024-11-20 18:05:16.730354,7443099648,9686536192,7443099648,51888128,7464304640,0.7,414828638208,63881953280,86.7,2154497,1857153,105054181888,52396357120,18903,7782,3807892494,2170452092,0,1368120698,1.0
2024-11-20 18:05:17.736019,7445118976,9684516864,7445118976,51888128,7464304640,0.7,414828638208,63881953280,86.7,2154497,1857156,105054181888,52396434944,18903,7782,3807914445,2170466547,0,1368552660,0.8
2024-11-20 18:05:18.741805,7447150592,9682485248,7447150592,51888128,7464304640,0.7,414828638208,63881953280,86.7,2154497,1857159,105054181888,52396445696,18903,7782,3807942590,2170483364,0,1368983016,1.8
2024-11-20 18:05:19.747693,7449333760,9680302080,7449333760,51888128,7464304640,0.7,414828638208,63881953280,86.7,2154497,1857160,105054181888,52396448256,18903,7782,3807965226,2170497928,0,1369445269,1.6
2024-11-20 18:05:20.753730,7448301568,9681334272,7448301568,51888128,7464304640,0.7,414828638208,63881953280,86.7,2154497,1857162,105054181888,52396454912,18903,7782,3807989963,2170513987,0,1369880685,0.4
2024-11-20 18:05:21.759635,7448813568,9680822272,7448813568,51888128,7464304640,0.7,414828638208,63881953280,86.7,2154497,1857162,105054181888,52396454912,18903,7782,3808015707,2170530339,0,1370252395,1.9
2024-11-20 18:05:22.766906,7425425408,9704210432,7425425408,51888128,7464304640,0.7,414828638208,63881953280,86.7,2154497,1857166,105054181888,52396469760,18903,7782,3808125789,2170575957,0,1371445123,4.3
2024-11-20 18:05:23.778899,7415275520,9714360320,7415275520,51888128,7464304640,0.7,414828724224,63881867264,86.7,2154498,1857229,105054198272,52397233152,18903,7782,3808224744,2170611157,0,1372618079,7.1
2024-11-20 18:05:24.785325,7418056704,9711579136,7418056704,51888128,7464304640,0.7,414828724224,63881867264,86.7,2154975,1857248,105069791232,52397600256,18903,7782,3808320897,2170646283,0,1373595276,3.5
2024-11-20 18:05:25.791637,7428034560,9701601280,7428034560,51888128,7464304640,0.7,414828724224,63881867264,86.7,2154983,1857269,105069955072,52397846016,18903,7782,3808376803,2170669294,0,1374198944,3.4
2024-11-20 18:05:26.801741,7401873408,9727762432,7401873408,51888128,7464304640,0.7,414828724224,63881867264,86.7,2154998,1857292,105070239744,52398366720,18903,7782,3808517051,2170728130,0,1375323894,4.7
2024-11-20 18:05:27.809157,7480475648,9649160192,7480475648,51888128,7464304640,0.7,414828724224,63881867264,86.7,2154998,1857312,105070239744,52398551552,18903,7782,3808629498,2170786675,0,1376041639,5.3
2024-11-20 18:05:28.816701,7710597120,9419038720,7710597120,51888128,7464304640,0.7,414828724224,63881867264,86.7,2155002,1857349,105070256128,52399370752,18903,7782,3808782469,2170867687,0,1376366573,4.8
2024-11-20 18:05:29.823195,7902502912,9227132928,7902502912,51888128,7464304640,0.7,414828724224,63881867264,86.7,2155003,1857381,105070272512,52401480192,18903,7782,3808921994,2170941584,0,1376917851,3.6
2024-11-20 18:05:30.831541,7908286464,9221349376,7908286464,51888128,7464304640,0.7,414828724224,63881867264,86.7,2155010,1857394,105070452736,52401627648,18903,7782,3808974723,2170971961,0,1377948903,3.2
2024-11-20 18:05:31.838550,7909527552,9220108288,7909527552,51888128,7464304640,0.7,414828724224,63881867264,86.7,2155012,1857430,105070485504,52402204672,18903,7782,3809066392,2171019140,0,1379096826,2.8
2024-11-20 18:05:32.844922,7918551040,9211084800,7918551040,51888128,7464304640,0.7,414828724224,63881867264,86.7,2155012,1857431,105070485504,52402208768,18903,7782,3809097957,2171038904,0,1379989644,1.9
2024-11-20 18:05:33.852906,7921385472,9208250368,7921385472,51888128,7464304640,0.7,414828724224,63881867264,86.7,2155015,1857458,105070537728,52402363904,18903,7782,3809133564,2171060080,0,1380889897,1.3
2024-11-20 18:05:34.858960,7921049600,9208586240,7921049600,51888128,7464304640,0.7,414828724224,63881867264,86.7,2155020,1857477,105070652416,52402514944,18903,7782,3809165847,2171079713,0,1381698263,2.3
2024-11-20 18:05:35.865344,7943254016,9186381824,7943254016,51888128,7464304640,0.7,414828789760,63881801728,86.7,2155021,1857494,105070668800,52402621952,18903,7782,3809205508,2171100847,0,1382475687,1.3
