ts,s_mem_available,s_mem_used,s_mem_free,s_swap_used,s_swap_free,s_swap_percent,s_disk_usage_used,s_disk_usage_free,s_disk_usage_percent,s_io_counters_read,s_io_counters_write,s_io_counters_read_bytes,s_io_counters_write_bytes,s_io_counters_read_time,s_io_counters_write_time,s_syscalls_ctx_switches,s_syscalls_interrupts,s_syscalls_soft_interrupts,s_syscalls_syscalls,s_cpu_percent
2024-11-20 18:33:17.144178,8736878592,8392757248,8736878592,75821056,7440371712,1.0,414834663424,63875928064,86.7,2159627,1877510,105181130752,52628127744,18907,7831,3868608462,2205679902,0,1858559400,2.7
2024-11-20 18:33:18.149910,8741896192,8387739648,8741896192,75821056,7440371712,1.0,414834663424,63875928064,86.7,2159628,1877526,105181147136,52628251136,18907,7831,3868634335,2205696015,0,1858635044,2.6
2024-11-20 18:33:19.156252,8730210304,8399425536,8730210304,75821056,7440371712,1.0,414834663424,63875928064,86.7,2159628,1877528,105181147136,52628259328,18907,7831,3868669735,2205717401,0,1858758598,4.0
2024-11-20 18:33:20.162470,8721125376,8408510464,8721125376,75821056,7440371712,1.0,414834663424,63875928064,86.7,2159628,1877547,105181147136,52628390400,18907,7831,3868693199,2205732291,0,1858829956,1.7
2024-11-20 18:33:21.169904,8721948672,8407687168,8721948672,75821056,7440371712,1.0,414834663424,63875928064,86.7,2159628,1877553,105181147136,52628619776,18907,7831,3868714946,2205746198,0,1858887073,1.7
2024-11-20 18:33:22.177217,8725057536,8404578304,8725057536,75821056,7440371712,1.0,414834663424,63875928064,86.7,2159628,1877555,105181147136,52628628480,18907,7831,3868742564,2205763344,0,1858966007,2.2
2024-11-20 18:33:23.182598,8734437376,8395198464,8734437376,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159628,1877591,105181147136,52628921344,18907,7832,3868767917,2205779420,0,1859030374,2.7
2024-11-20 18:33:24.189271,8736604160,8393031680,8736604160,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159628,1877661,105181147136,52629457920,18907,7832,3868798614,2205798699,0,1859133012,2.7
2024-11-20 18:33:25.195405,8734752768,8394883072,8734752768,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159628,1877661,105181147136,52629457920,18907,7832,3868826555,2205816235,0,1859226437,2.2
2024-11-20 18:33:26.202787,8733466624,8396169216,8733466624,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159629,1877669,105181163520,52629564928,18907,7832,3868853430,2205833058,0,1859302974,2.2
2024-11-20 18:33:27.208839,8735485952,8394149888,8735485952,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159629,1877670,105181163520,52629565440,18907,7832,3868879267,2205849254,0,1859372315,1.3
2024-11-20 18:33:28.216796,8735825920,8393809920,8735825920,75821056,7440371712,1.0,414833373184,63877218304,86.7,2159629,1877677,105181163520,52629598208,18907,7832,3868905178,2205865627,0,1859444168,2.1
2024-11-20 18:33:29.222415,8736055296,8393580544,8736055296,75821056,7440371712,1.0,414833373184,63877218304,86.7,2159629,1877678,105181163520,52629598720,18907,7832,3868926393,2205879351,0,1859500510,1.9
2024-11-20 18:33:30.228267,8722989056,8406646784,8722989056,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159629,1877680,105181163520,52629608448,18907,7832,3868950166,2205894481,0,1859574411,2.2
2024-11-20 18:33:31.233611,8724361216,8405274624,8724361216,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159629,1877684,105181163520,52629623808,18907,7832,3868976192,2205911040,0,1859642482,2.2
2024-11-20 18:33:32.240157,8723980288,8405655552,8723980288,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159629,1877684,105181163520,52629623808,18907,7832,3869003690,2205928425,0,1859722014,1.9
2024-11-20 18:33:33.247639,8736120832,8393515008,8736120832,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159629,1877685,105181163520,52629624832,18907,7833,3869029190,2205944653,0,1859789099,2.7
2024-11-20 18:33:34.253795,8723480576,8406155264,8723480576,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159629,1877688,105181163520,52629634048,18907,7833,3869054728,2205961082,0,1859862840,1.7
2024-11-20 18:33:35.262085,8735629312,8394006528,8735629312,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159629,1877689,105181163520,52629635072,18907,7833,3869077994,2205976159,0,1859945031,1.9
2024-11-20 18:33:36.268825,8735555584,8394080256,8735555584,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159629,1877692,105181163520,52629704704,18907,7833,3869098506,2205989684,0,1860000705,1.5
2024-11-20 18:33:37.276235,8736968704,8392667136,8736968704,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159629,1877694,105181163520,52629709824,18907,7833,3869122233,2206004757,0,1860070208,2.1
2024-11-20 18:33:38.281576,8737329152,8392306688,8737329152,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159629,1877695,105181163520,52629710848,18907,7833,3869143537,2206018722,0,1860126324,1.6
2024-11-20 18:33:39.287463,8737681408,8391954432,8737681408,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159629,1877734,105181163520,52629894144,18907,7833,3869167355,2206034061,0,1860194583,1.5
2024-11-20 18:33:40.293047,8737619968,8392015872,8737619968,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159629,1877734,105181163520,52629894144,18907,7833,3869189446,2206048141,0,1860254342,2.6
2024-11-20 18:33:41.299693,8738000896,8391634944,8738000896,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159629,1877738,105181163520,52629965312,18907,7833,3869212944,2206063266,0,1860322656,2.3
2024-11-20 18:33:42.305555,8737796096,8391839744,8737796096,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159629,1877754,105181163520,52630063616,18907,7833,3869237869,2206079124,0,1860389899,2.8
2024-11-20 18:33:43.311522,8733298688,8396337152,8733298688,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159630,1877758,105181179904,52630102016,18907,7833,3869265120,2206096387,0,1860468033,2.1
2024-11-20 18:33:44.317748,8735506432,8394129408,8735506432,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159630,1877758,105181179904,52630102016,18907,7833,3869290782,2206112969,0,1860536653,2.3
2024-11-20 18:33:45.325972,8734228480,8395407360,8734228480,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159630,1877760,105181179904,52630108672,18907,7833,3869320074,2206131134,0,1860625078,3.2
2024-11-20 18:33:46.332725,8735895552,8393740288,8735895552,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159630,1877776,105181179904,52630216704,18907,7833,3869345821,2206147603,0,1860709553,2.4
2024-11-20 18:33:47.339294,8733175808,8396460032,8733175808,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159630,1877776,105181179904,52630216704,18907,7833,3869373811,2206164890,0,1860788725,2.7
2024-11-20 18:33:48.345859,8728317952,8401317888,8728317952,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159630,1877778,105181179904,52630221824,18907,7833,3869399157,2206180895,0,1860854055,2.0
2024-11-20 18:33:49.351844,8720297984,8409337856,8720297984,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159630,1877779,105181179904,52630223872,18907,7833,3869422832,2206196075,0,1860922542,1.4
2024-11-20 18:33:50.357899,8721309696,8408326144,8721309696,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159630,1877780,105181179904,52630225920,18907,7833,3869443563,2206209692,0,1860983357,1.8
2024-11-20 18:33:51.363347,8731324416,8398311424,8731324416,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159630,1877784,105181179904,52630299648,18907,7833,3869469526,2206226200,0,1861057936,2.4
2024-11-20 18:33:52.371953,8729600000,8400035840,8729600000,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159630,1877795,105181179904,52630363136,18907,7833,3869495237,2206242527,0,1861125022,2.5
2024-11-20 18:33:53.377835,8729714688,8399921152,8729714688,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159630,1877797,105181179904,52630367744,18907,7833,3869569000,2206284709,0,1861280832,2.6
2024-11-20 18:33:54.385509,8707510272,8422125568,8707510272,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159630,1877827,105181179904,52630545920,18907,7833,3869615746,2206312669,0,1861396885,4.5
2024-11-20 18:33:55.392803,8676593664,8453042176,8676593664,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159631,1877857,105181196288,52630808064,18907,7833,3869649013,2206332678,0,1861522619,2.6
2024-11-20 18:33:56.398565,8679477248,8450158592,8679477248,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159631,1877903,105181196288,52631085056,18907,7833,3869676610,2206350038,0,1861592701,2.3
2024-11-20 18:33:57.403825,8691576832,8438059008,8691576832,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159631,1877909,105181196288,52631105536,18907,7833,3869705255,2206367834,0,1861693173,2.9
2024-11-20 18:33:58.409590,8692068352,8437567488,8692068352,75821056,7440371712,1.0,414833438720,63877152768,86.7,2159631,1877910,105181196288,52631108096,18907,7833,3869730407,2206383495,0,1861757116,2.6
